39
22
26	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	26	17	17	17	17	17	17	17	17	17	17	26
16	166	167	160	161	62	63	62	63	62	63	134	135	134	135	134	135	134	135	134	135	48	49	50	51	54	55	18	0	0	0	0	0	0	0	0	0	0	16
16	180	181	174	175	76	77	76	77	76	77	148	149	148	149	148	149	148	149	148	149	62	63	64	65	68	69	18	0	0	0	0	0	0	0	0	0	0	16
16	164	165	162	163	90	91	90	91	90	91	23	23	0	0	0	0	0	0	0	0	76	77	78	79	82	83	18	0	0	0	0	0	0	0	0	0	0	16
16	178	179	176	177	104	105	104	105	104	105	15	15	0	0	0	0	0	0	0	0	90	91	92	93	96	97	18	0	0	0	0	0	0	0	0	0	0	16
16	43	44	45	46	26	17	17	17	17	17	23	23	0	0	0	0	0	0	0	0	104	105	106	107	110	111	18	0	0	0	0	0	0	0	0	0	0	16
16	57	58	59	60	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	119	120	121	124	125	18	0	0	0	0	0	0	0	0	0	0	16
16	43	44	45	46	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	19	19	19	19	19	19	26	0	0	0	0	0	0	0	0	136	137	16
16	57	58	59	60	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	151	16
16	43	44	45	46	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	14	22	136	137	16
16	57	58	59	60	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	14	22	150	151	16
16	136	137	22	14	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	43	44	45	46	16
16	150	151	22	14	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	57	58	59	60	16
16	136	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	43	44	45	46	16
16	150	151	0	0	0	0	0	0	0	0	26	19	19	19	19	19	19	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	57	58	59	60	16
16	0	0	0	0	0	0	0	0	0	0	18	48	49	50	51	54	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	43	44	45	46	16
16	0	0	0	0	0	0	0	0	0	0	18	62	63	64	65	68	69	0	0	0	0	0	0	0	0	23	23	17	17	17	17	17	26	57	58	59	60	16
16	0	0	0	0	0	0	0	0	0	0	18	76	77	78	79	82	83	0	0	0	0	0	0	0	0	15	15	62	63	62	63	62	63	166	167	160	161	16
16	0	0	0	0	0	0	0	0	0	0	18	90	91	92	93	96	97	0	0	0	0	0	0	0	0	23	23	76	77	76	77	76	77	180	181	174	175	16
16	0	0	0	0	0	0	0	0	0	0	18	104	105	106	107	110	111	134	135	134	135	134	135	134	135	134	135	90	91	90	91	90	91	164	165	162	163	16
16	0	0	0	0	0	0	0	0	0	0	18	118	119	120	121	124	125	148	149	148	149	148	149	148	149	148	149	104	105	104	105	104	105	178	179	176	177	16
26	17	17	17	17	17	17	17	17	17	17	26	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	26
